Time,Channel A,Channel B,Channel C
(us),(V),(V),(V)

5.01199980,0.00000000,0.00000000,0.00000000
5.01599980,0.00000000,0.01605561,0.00000000
5.01999980,0.00000000,0.00000000,0.00000000
5.02399980,0.00000000,0.00000000,0.00000000
5.02799980,0.00000000,0.00000000,0.00000000
5.03199980,-0.01611713,0.00000000,0.00000000
5.03599980,-0.01611713,0.00000000,0.00000000
5.03999980,0.00000000,0.00000000,0.00000000
5.04399980,0.00000000,0.00000000,0.00000000
5.04799980,0.00000000,0.00000000,0.00000000
5.05199980,0.00000000,0.00000000,0.00000000
5.05599980,0.00000000,0.00000000,0.00000000
5.05999980,0.00000000,0.00000000,0.00000000
5.06399980,0.00000000,0.00000000,0.00000000
5.06799980,-0.01611713,0.00000000,0.00000000
5.07199980,0.00000000,0.00000000,0.00000000
5.07599980,0.00000000,0.00000000,0.00000000
5.07999980,-0.01611713,0.00000000,0.00000000
5.08399980,-0.01611713,0.00000000,0.00000000
5.08799980,0.00000000,0.00000000,0.00000000
5.09199980,0.00000000,0.00000000,0.00000000
5.09599980,0.00000000,0.00000000,0.00000000
5.09999980,-0.01611713,0.00000000,0.00000000
5.10399980,0.00000000,0.00000000,0.01605561
5.10799980,-0.01611713,0.00000000,0.00000000
5.11199980,0.00000000,0.00000000,0.00000000
5.11599980,0.00000000,0.00000000,0.00000000
5.11999980,0.00000000,0.00000000,0.00000000
5.12399980,0.00000000,0.00000000,0.00000000
5.12799980,0.00000000,0.00000000,0.00000000
5.13199980,0.00000000,0.00000000,0.00000000
5.13599980,0.00000000,0.00000000,0.00000000
5.13999980,0.00000000,0.00000000,0.00000000
5.14399980,0.00000000,0.00000000,0.00000000
5.14799980,0.00000000,0.00000000,0.00000000
5.15199980,0.00000000,0.00000000,0.00000000
5.15599980,0.00000000,0.00000000,0.00000000
5.15999980,0.00000000,0.00000000,0.00000000
5.16399980,0.00000000,0.00000000,0.00000000
5.16799980,0.00000000,0.00000000,0.00000000
5.17199980,0.00000000,0.00000000,0.00000000
5.17599980,0.00000000,0.00000000,0.00000000
5.17999980,0.00000000,0.00000000,0.00000000
5.18399980,0.00000000,0.00000000,0.00000000
5.18799980,-0.01611713,0.00000000,0.00000000
5.19199980,0.00000000,0.00000000,0.00000000
5.19599980,0.00000000,0.00000000,0.00000000
5.19999980,0.00000000,0.00000000,0.00000000
5.20399980,0.00000000,0.00000000,0.01605561
5.20799980,0.00000000,0.00000000,0.00000000
5.21199980,0.00000000,0.00000000,0.00000000
5.21599980,0.00000000,0.00000000,0.00000000
5.21999980,0.00000000,0.00000000,0.00000000
5.22399980,0.00000000,0.00000000,0.00000000
5.22799980,0.00000000,0.00000000,0.00000000
5.23199980,0.00000000,0.00000000,0.00000000
5.23599980,0.00000000,0.00000000,0.00000000
5.23999980,0.00000000,0.00000000,0.00000000
5.24399980,0.00000000,0.01605561,0.00000000
5.24799980,-0.01611713,0.00000000,0.00000000
5.25199980,0.00000000,0.00000000,0.00000000
5.25599980,0.00000000,0.00000000,0.00000000
5.25999980,0.00000000,0.00000000,0.00000000
5.26399980,-0.01611713,0.00000000,0.00000000
5.26799980,0.00000000,0.00000000,0.00000000
5.27199980,0.00000000,0.00000000,0.00000000
5.27599980,0.00000000,0.00000000,0.00000000
